"HumanGene","2021_Nature_Kamber_Ramos_macrophage_posscore","2021_Nature_Kamber_Ramos_macrophage_posrank","2021_Nature_Kamber_Ramos_macrophage_negscore","2021_Nature_Kamber_Ramos_macrophage_negrank"
"ADARB1",0.64986,16283,0.1252,6056
"ADARB2",0.87027,18596,0.79281,17612
"ADAT1",0.059284,3927,0.02448,2002
"ADAT2",0.030362,2344,0.85742,18440
"ADAT3",0.54632,14832,0.23226,8898
"ADC",0.13532,6774,0.23639,8997
"ADCK1",0.32519,11404,0.76318,17242
"ADCK2",0.29929,10898,0.21533,8526
"ADCK3",0.73219,17147,0.16631,7333
"ADCK4",0.81848,17999,0.0010952,392
"ADCK5",0.36023,12076,0.15124,6889
"ADCY1",0.29121,10730,0.30306,10564
"ADCY10",0.43093,13290,0.025043,2029
"ADCY2",0.26738,10235,0.34968,11575
"ADCY3",0.060624,3992,0.39695,12416
"ADCY4",0.18976,8495,0.36687,11923
"ADCY5",0.45921,13683,0.25192,9375
"ADCY6",0.29604,10834,0.052533,3387
"ADCY7",0.96055,19415,0.027481,2149
"ADCY8",0.042742,3042,0.027642,2163
"ADCY9",0.091743,5246,0.8482,18317
"ADCYAP1",0.54276,14796,0.10695,5427
"ADCYAP1R1",0.58402,15379,0.15162,6903
"ADD1",0.00043632,156,0.93693,19097
"ADD2",0.22132,9212,0.80686,17781
"ADD3",0.0017904,324,0.85801,18447
"ADGB",0.18152,8238,0.20836,8376
"ADH1A",0.56102,15061,0.29261,10325
"ADH1B",0.2606,10081,0.75755,17165
"ADH1C",3.2235e-05,75,0.9967,20325
"ADH4",0.064748,4196,0.9535,19307
"ADH5",0.66439,16488,0.19896,8138
"ADH6",0.33964,11662,0.43216,12885
"ADH7",0.0031504,453,0.20302,8235
"ADHFE1",0.039301,2866,0.60025,15423
"ADI1",0.10915,5856,0.70735,16614
"ADIG",0.76022,17404,0.31545,10810
"ADIPOQ",0.95803,19370,0.44967,13128
"ADIPOR1",0.0018955,334,0.84906,18325
"ADIPOR2",0.11767,6131,0.77628,17403
"ADIRF",0.088168,5117,0.082523,4548
"ADK",0.11851,6163,0.94944,19249
"ADM",0.53382,14663,0.97159,19664
"ADM2",0.51484,14408,0.44788,13097
"ADM5",0.0533,3609,0.36298,11845
"ADNP",0.97411,19651,1.368e-06,88
"ADNP2",0.0015304,299,0.91687,18910
"ADO",0.378,12418,0.033114,2445
"ADORA1",0.97631,19705,0.18392,7785
"ADORA2A",0.2293,9391,0.25432,9430
"ADORA2B",0.41504,13076,0.063852,3855
"ADORA3",0.30823,11073,0.047764,3156
"ADPGK",0.0088481,952,0.74001,16948
"ADPRH",0.81717,17982,0.173,7506
"ADPRHL1",0.27002,10300,0.29407,10361
"ADPRHL2",0.16376,7683,0.96899,19606
"ADPRM",0.12102,6259,0.16959,7435
"ADRA1A",0.11876,6181,0.12412,6018
"ADRA1B",0.57729,15283,0.80379,17737
"ADRA1D",0.050698,3472,0.31095,10718
"ADRA2A",0.091043,5219,0.9553,19337
"ADRA2B",0.65344,16328,0.14061,6575
"ADRA2C",0.14794,7197,0.76445,17265
"ADRB1",0.6041,15654,0.13633,6435
"ADRB2",0.069968,4409,0.054203,3465
"ADRB3",0.069449,4392,0.97812,19811
"ADRBK1",0.9936,20157,0.00055823,298
"ADRBK2",0.15211,7331,0.4923,13753
"ADRM1",0.025857,2108,0.99403,20258
"ADSL",0.94284,19173,0.83165,18097
"ADSS",0.82334,18049,0.1215,5927
"ADSSL1",0.35635,11997,0.34027,11363
"ADTRP",0.52075,14484,0.12391,6010
"AE000662.92",0.1699,7878,0.29842,10462
"AEBP1",0.16167,7624,0.040711,2811
"AEBP2",0.38663,12597,0.058154,3634
"AEN",0.85654,18427,0.25008,9334
"AES",0.16598,7754,0.2355,8974
"AF131215.5",0.43193,13303,0.2877,10218
"AF165138.7",0.017919,1651,0.57881,15075
"AF196779.12",0.038995,2851,0.29483,10383
"AFAP1",0.023001,1948,0.014779,1468
"AFAP1L1",0.74877,17304,0.52173,14222
"AFAP1L2",0.40471,12922,0.19066,7947
"AFF1",0.36452,12170,0.23444,8954
"AFF2",0.47528,13889,0.27079,9816
"AFF3",0.18643,8393,0.21281,8467
"AFF4",0.0087325,940,0.73593,16903
"AFG3L2",0.26759,10241,0.40091,12475
"AFM",0.5272,14594,0.1866,7852
"AFMID",0.30474,11002,0.0086907,1068
"AFP",0.2121,8999,0.054938,3508
"AFTPH",0.0017393,314,0.68398,16414
"AGA",0.11696,6104,0.28033,10043
"AGAP1",0.23504,9521,0.66855,16267
"AGAP10",0.51565,14420,0.015902,1525
"AGAP2",0.26252,10131,0.28403,10139
"AGAP2-AS1",0.66872,16548,0.37013,11982
"AGAP3",0.75636,17367,0.32021,10913
"AGAP4",0.99532,20215,0.052977,3403
"AGAP5",0.17783,8109,0.16785,7385
"AGAP6",0.018419,1689,0.39845,12441
"AGAP7",0.13258,6678,0.035116,2534
"AGAP8",0.016129,1539,0.16395,7271
"AGAP9",0.35729,12023,0.54388,14536
"AGBL1",0.16659,7773,0.10765,5452
"AGBL2",0.043912,3111,0.13345,6327
"AGBL3",0.56337,15093,0.68675,16441
"AGBL4",0.12201,6296,0.40712,12555
"AGBL5",0.651,16299,0.15547,7026
"AGER",0.14235,7010,0.11135,5582
"AGFG1",0.11803,6146,0.46502,13378
"AGFG2",0.60196,15626,0.035676,2566
"AGGF1",0.57161,15213,0.26009,9561
"AGK",0.41772,13114,0.14302,6641
"AGL",0.81577,17965,0.75779,17168
"AGMAT",0.58315,15363,0.94788,19223
"AGMO",0.18951,8490,0.97031,19630
"AGO1",0.29592,10832,0.98585,20042
"AGO2",0.00087957,229,0.92687,19006
"AGO3",0.15203,7327,0.35041,11594
"AGO4",0.024445,2024,0.84589,18282
"AGPAT1",0.47005,13822,0.25814,9521
"AGPAT2",0.36243,12127,0.84968,18335
"AGPAT3",0.37961,12452,0.27194,9839
"AGPAT4",0.17862,8136,0.2285,8818
"AGPAT5",0.40466,12921,0.89363,18715
"AGPAT6",0.058222,3870,0.5678,14903
"AGPAT9",0.40829,12986,0.2785,9997
"AGPS",0.65293,16320,0.20913,8394
"AGR2",0.59019,15480,0.30135,10533
"AGR3",0.086596,5060,0.92713,19010
"AGRN",0.57737,15284,0.011285,1238
"AGRP",0.38156,12490,0.28453,10150
"AGT",0.71432,16972,0.63248,15885
"AGTPBP1",0.40641,12952,0.4494,13124
"AGTR1",0.38651,12595,0.059533,3692
"AGTR2",0.041386,2969,0.97886,19837
"AGTRAP",0.57468,15256,0.98838,20110
"AGXT",0.32873,11462,0.17741,7625
"AGXT2",0.28872,10684,0.0048578,766
"AHCTF1",0.3914,12687,0.075982,4313
"AHCY",0.53459,14676,0.22922,8828
"AHCYL1",0.0033952,481,0.96527,19519
"AHCYL2",0.13565,6782,0.14576,6721
"AHDC1",0.043088,3063,0.36147,11818
"AHI1",0.083417,4947,0.048157,3173
"AHNAK",0.67003,16570,0.73633,16908
"AHNAK2",0.77857,17582,0.12417,6021
"AHR",0.72145,17046,0.020281,1764
"AHRR",0.43327,13320,0.57693,15050
"AHSA1",0.05901,3917,0.00075046,348
"AHSA2",0.73123,17139,0.29838,10461
"AHSG",0.25742,10021,0.62154,15735
"AHSP",0.32605,11423,0.95825,19387
"AICDA",0.17857,8134,0.0080275,1017
"AIDA",0.71105,16945,0.18125,7715
"AIF1",0.14063,6953,0.70443,16587
"AIF1L",0.29792,10870,0.38791,12291
"AIFM1",1,20463,4.1903e-16,9
"AIFM2",0.085524,5012,0.013909,1416
"AIFM3",0.58039,15324,0.44502,13053
"AIG1",0.68378,16725,0.26501,9683
"AIM1",0.12357,6354,0.20456,8284
"AIM1L",0.091979,5258,0.99112,20168
"AIM2",0.026318,2132,0.019312,1705
"AIMP1",0.16889,7849,0.36646,11918
"AIMP2",0.044443,3138,0.17235,7489
"AIP",0.20747,8916,0.070017,4093
"AIPL1",0.93548,19097,0.042825,2916
"AIRE",0.27538,10404,0.043969,2980
"AJAP1",0.99139,20083,0.11334,5649
"AJUBA",0.52308,14525,0.91646,18903
"AK1",0.12627,6441,0.41973,12706
"AK2",0.080466,4821,0.73532,16893
"AK3",0.10021,5539,0.97708,19786
"AK4",0.86082,18478,0.19097,7954
"AK5",0.0066029,758,0.70684,16608
"AK7",0.19412,8600,0.10294,5271
"AK8",0.23068,9415,0.27118,9823
"AK9",0.24196,9678,0.002011,517
"AKAP1",0.65389,16335,0.55743,14741
"AKAP10",0.34348,11735,0.0016884,478
"AKAP11",0.42326,13185,0.59156,15288
"AKAP12",0.37298,12329,0.90419,18797
"AKAP13",0.0058729,698,0.081484,4520
"AKAP14",0.076796,4680,0.055754,3550
"AKAP17A",0.58996,15474,0.0074987,963
"AKAP2",0.87103,18605,0.17159,7476
"AKAP3",0.19638,8667,0.46771,13424
"AKAP4",0.045743,3217,0.32521,11007
"AKAP5",0.034991,2615,0.19277,7990
"AKAP6",0.67861,16669,0.18891,7902
"AKAP7",0.13558,6780,0.82476,18007
"AKAP8",0.021138,1833,0.1889,7901
"AKAP8L",0.015287,1467,0.41623,12657
"AKAP9",0.53067,14630,0.0069332,921
"AKIP1",0.99378,20163,0.37236,12027
"AKIRIN1",0.17963,8169,0.44162,13010
"AKIRIN2",0.34147,11701,0.22377,8708
"AKNA",0.00092981,234,0.96351,19489
"AKNAD1",0.18274,8273,0.59704,15371
"AKR1A1",0.15802,7506,0.3928,12354
"AKR1B1",0.38811,12622,0.10038,5176
"AKR1B10",0.077536,4710,0.20484,8291
"AKR1B15",0.24978,9849,0.98285,19957
"AKR1C1",0.38349,12539,0.096212,5028
"AKR1C2",0.065198,4225,0.22827,8810
"AKR1C3",0.37816,12421,0.53785,14455
"AKR1C4",0.063774,4145,0.62483,15782
"AKR1CL1",0.03728,2738,0.98709,20070
"AKR1D1",0.61378,15779,0.29432,10368
"AKR1E2",0.47376,13866,0.20878,8388
"AKR7A2",0.25901,10056,0.30342,10571
"AKR7A3",0.088297,5124,0.47463,13511
"AKR7L",0.32718,11439,0.39658,12412
"AKT1",0.057957,3855,0.983,19960
"AKT1S1",0.43933,13415,0.00021887,242
"AKT2",0.029986,2322,0.056705,3582
"AKT3",0.19505,8629,0.56786,14906
"AKTIP",0.0070414,793,0.81633,17904
"AL009178.1",0.029135,2279,0.35681,11726
"AL020996.1",0.4427,13454,0.32104,10924
"AL021546.6",0.89509,18811,0.49192,13746
"AL022328.1",0.416,13089,0.097042,5059
"AL031320.1",0.049366,3399,0.95063,19266
"AL031663.1",0.46456,13763,0.76648,17289
"AL031663.2",0.296,10833,0.27292,9866
"AL031666.2",0.086895,5069,0.9432,19163
"AL033381.1",0.1453,7100,0.059073,3676
"AL035252.1",0.064818,4203,0.34318,11431
"AL035406.1",0.59072,15490,0.071321,4136
"AL049747.1",0.28526,10616,0.30842,10668
"AL049829.1",0.040377,2917,0.97741,19790
"AL049840.1",0.032704,2493,0.98041,19891
"AL050302.1",0.28636,10641,0.2565,9485
"AL050303.1",0.38206,12505,0.094547,4975
"AL078585.1",0.10743,5793,0.23112,8878
"AL079342.1",0.13349,6709,0.95622,19346
"AL109659.1",0.030196,2336,0.27871,10004
"AL109927.1",0.0049859,610,0.41648,12659
"AL117190.2",0.65452,16345,0.079244,4442
"AL117190.3",0.28705,10651,0.35507,11697
"AL118506.1",0.27576,10410,0.36603,11908
"AL121761.2",0.36993,12275,0.18886,7898
"AL121901.1",0.15897,7542,0.52843,14323
"AL121963.1",0.085101,4998,0.39405,12375
"AL132989.1",0.8338,18167,0.27428,9898
"AL133262.1",0.067056,4297,0.86671,18553
"AL133318.1",0.15129,7299,0.0025014,560
"AL133373.1",0.29529,10816,0.061749,3782
"AL133481.1",0.13604,6795,0.80879,17812
"AL135998.1",0.78606,17645,0.35018,11585
"AL136115.1",0.21026,8966,0.14157,6604
"AL136218.1",0.29138,10734,0.90896,18833
"AL136376.1",0.97342,19638,0.60006,15419
"AL136531.1",0.062661,4101,0.35898,11770
"AL137026.1",0.040575,2929,0.95943,19407
"AL138764.1",0.28273,10564,0.60071,15430
"AL138815.1",0.46641,13783,0.40549,12533
"AL138815.2",0.68358,16724,0.46896,13438
"AL138847.1",0.044233,3125,0.17717,7618
"AL139080.1",0.37737,12409,0.044123,2988
"AL139099.1",0.29755,10862,0.57455,15021
"AL139147.1",0.013784,1339,0.8277,18045
"AL158091.1",0.087339,5086,0.68805,16455
"AL158147.2",0.12616,6440,0.67712,16351
"AL160175.1",0.57596,15266,0.82888,18060
"AL160274.1",0.24909,9831,0.018956,1687
"AL160286.1",0.85093,18364,0.56673,14878
"AL161645.2",0.36166,12111,0.63834,15983
"AL161784.1",0.18509,8357,0.49038,13718
"AL161915.1",0.55279,14923,0.21923,8608
"AL162389.1",0.33931,11657,0.94351,19168
"AL162407.1",0.22412,9277,0.073218,4194
"AL162424.1",0.61672,15816,0.70112,16559
"AL162431.1",0.46284,13731,0.3397,11353
"AL163636.6",0.92199,18982,0.67728,16354
"AL353354.1",0.023178,1960,0.96771,19573
"AL353354.2",0.81313,17928,0.42873,12833
"AL353583.1",0.13938,6906,0.6099,15567
"AL353608.1",0.38604,12585,0.79156,17603
"AL353698.1",0.2422,9686,0.34967,11574
"AL353791.1",0.90128,18847,0.098721,5119
"AL354718.1",0.62983,16008,0.31844,10875
"AL354808.2",0.73705,17190,0.091611,4868
"AL354898.1",0.11527,6053,0.064998,3905
"AL354993.1",0.22382,9274,0.052893,3399
"AL355390.1",0.23137,9430,0.5179,14157
"AL355490.1",0.93246,19072,0.42579,12787
"AL355531.2",0.13155,6647,0.88053,18631
"AL356356.1",0.050168,3445,0.96238,19467
"AL357673.1",0.18403,8316,0.25821,9523
"AL358113.1",0.082917,4927,0.84776,18311
"AL358333.1",0.10585,5739,0.62008,15708
"AL359091.2",0.1306,6611,0.39044,12326
"AL359195.1",0.42093,13151,0.05101,3321
"AL359693.1",0.094004,5334,0.39835,12440
"AL359736.1",0.55963,15040,0.56742,14897
"AL359878.1",0.050039,3434,0.72733,16810
"AL360004.1",0.16253,7639,0.10992,5530
"AL360181.1",0.26774,10244,0.064567,3887
"AL365202.1",0.036575,2699,0.74999,17068
"AL390778.1",0.34995,11860,0.14736,6773
"AL391152.1",0.89862,18828,0.032079,2399
"AL391421.1",0.15034,7280,0.33641,11266
"AL441883.1",0.0050242,615,0.99498,20283
"AL445665.1",0.39753,12781,0.78233,17482
"AL445989.1",0.36263,12134,0.39058,12331
"AL450307.1",0.93569,19101,0.11716,5781
"AL513478.1",0.2746,10382,0.046239,3095
"AL583828.1",0.18768,8438,0.012301,1310
"AL589739.1",0.17762,8102,0.82238,17979
"AL589765.1",0.14762,7189,0.13234,6293
"AL590235.1",0.97266,19624,0.45562,13223
"AL590452.1",0.19882,8731,0.051234,3335
"AL590483.1",0.16091,7603,0.048139,3169
"AL590560.1",0.36857,12247,0.62944,15841
"AL590708.2",0.46265,13727,0.077403,4369
"AL590714.1",0.93067,19054,0.10177,5223
"AL590822.1",0.34433,11753,0.64491,16068
"AL590822.2",0.77918,17592,0.33317,11183
"AL590867.1",0.88143,18727,0.19365,8006
"AL591479.1",0.3611,12099,0.56754,14898
"AL591684.1",0.55646,14988,0.30591,10619
"AL591806.1",0.51182,14374,0.0067738,904
"AL592284.1",0.041987,3002,0.31459,10790
"AL603965.1",0.075975,4651,0.32789,11066
"AL626787.1",0.37853,12428,0.42644,12794
"AL627171.1",0.22029,9194,0.77971,17450
"AL627171.2",0.91147,18900,0.13418,6354
"AL627309.1",0.39483,12743,0.58479,15184
"AL645608.1",0.38833,12624,0.55172,14650
"AL645728.1",0.6079,15705,0.0044568,741
"AL645730.2",0.2151,9074,0.43722,12943
"AL645922.1",0.83356,18164,0.13816,6494
"AL646016.1",0.9371,19115,0.062901,3822
"AL669831.1",0.43461,13336,0.82945,18063
"AL807752.1",0.30826,11074,0.30112,10526
"AL929472.1",0.028826,2261,0.49328,13772
"AL953854.2",0.08239,4899,0.34366,11445
"ALAD",0.67379,16620,0.000652,326
"ALAS1",0.1188,6185,0.13033,6220
"ALAS2",0.13964,6921,0.1701,7447
"ALB",0.50246,14257,0.0036244,663
"ALCAM",0.010667,1108,0.69784,16534
"ALDH16A1",0.54805,14872,0.10261,5254
"ALDH18A1",0.36138,12106,0.28355,10123
"ALDH1A1",0.71721,17006,0.048239,3179
"ALDH1A2",0.72004,17034,0.63271,15888
"ALDH1A3",0.54455,14812,0.22633,8755
"ALDH1B1",0.14432,7072,0.91195,18868
"ALDH1L1",0.88878,18779,0.20739,8358
"ALDH1L2",0.10268,5629,0.022859,1911
"ALDH2",0.58589,15411,0.66544,16241
"ALDH3A1",0.24571,9758,0.85241,18368
"ALDH3A2",0.55127,14908,0.25331,9410
"ALDH3B1",0.0051892,630,0.86679,18554
"ALDH3B2",0.47356,13863,0.97607,19758
"ALDH4A1",0.98245,19855,0.28808,10224
"ALDH5A1",0.14885,7239,0.24932,9320
"ALDH6A1",0.11224,5962,0.80617,17770
"ALDH7A1",0.65932,16415,0.010502,1187
"ALDH8A1",0.96638,19509,0.090633,4837
"ALDH9A1",0.025579,2093,0.97097,19648
"ALDOA",0.049806,3422,0.13045,6224
"ALDOB",0.26903,10279,0.77713,17417
"ALDOC",0.11917,6195,0.11236,5619
"ALG1",0.96796,19537,0.039807,2768
"ALG10",0.11451,6033,0.089874,4808
"ALG10B",0.47077,13828,0.87776,18618
"ALG11",0.47423,13871,0.1731,7510
"ALG12",0.073874,4553,0.086253,4660
"ALG13",0.09485,5366,0.22506,8729
"ALG14",0.35969,12069,0.011559,1264
"ALG1L",0.17256,7957,0.074681,4256
"ALG2",0.57865,15301,0.099086,5129
"ALG3",0.25631,9991,0.26845,9763
"ALG5",0.15232,7336,0.51039,14039
"ALG6",0.32503,11398,0.07547,4288
"ALG8",0.46194,13714,0.36458,11873
"ALG9",0.017617,1632,0.7267,16805
"ALK",0.95815,19374,0.1435,6659
"ALKBH1",0.45491,13626,0.0036735,671
"ALKBH2",0.0039204,520,0.085056,4624
"ALKBH3",0.045322,3191,0.16678,7347
"ALKBH4",0.86276,18501,0.0077602,992
"ALKBH5",0.90608,18868,0.044572,3014
"ALKBH6",0.96079,19420,0.082647,4553
"ALKBH7",0.17458,8013,0.069583,4079
"ALKBH8",0.1446,7082,0.32526,11010
"ALLC",0.096224,5416,0.40052,12470
"ALMS1",0.04405,3117,0.31511,10796
"ALOX12",0.016973,1591,0.42907,12840
"ALOX12B",0.015451,1480,0.69621,16524
"ALOX15",0.94744,19226,0.0044784,742
"ALOX15B",0.0032655,465,0.34335,11436
"ALOX5",0.40676,12960,0.57156,14961
"ALOX5AP",0.10328,5645,0.20017,8169
"ALOXE3",0.30274,10966,0.711,16657
"ALPI",0.20425,8849,0.53892,14471
"ALPK1",0.94993,19261,0.040285,2786
"ALPK2",0.90108,18845,0.032906,2434
"ALPK3",0.39985,12835,0.15645,7057
"ALPL",0.34442,11755,0.0078239,998
"ALPP",0.034535,2590,0.59802,15392
"ALPPL2",0.040839,2949,0.23176,8889
"ALS2",0.52914,14613,0.1311,6245
"ALS2CL",0.46677,13784,0.14594,6728
"ALS2CR11",0.73648,17184,0.33258,11165
"ALS2CR12",0.086297,5047,0.22649,8759
"ALX1",0.87524,18647,0.27017,9801
"ALX3",0.8429,18271,0.08754,4719
"ALX4",0.081829,4875,0.081111,4513
"ALYREF",0.91123,18898,0.12775,6137
"AMACR",0.10352,5652,0.20182,8211
"AMBN",0.10784,5803,0.96411,19501
"AMBP",0.48385,14009,0.28925,10257
"AMBRA1",0.97155,19603,1.2219e-07,59
"AMD1",0.62328,15910,0.62685,15804
"AMDHD1",0.75989,17400,0.56445,14845
"AMDHD2",0.63872,16143,0.1808,7701
"AMELX",0.20767,8924,0.49089,13731
"AMELY",0.18642,8392,0.86149,18485
"AMER1",0.11519,6052,0.96738,19565
"AMER2",0.95696,19353,0.58037,15098
"AMER3",0.23079,9418,0.1617,7201
"AMFR",0.51154,14372,0.79367,17627
"AMH",0.019999,1767,0.02889,2215
"AMHR2",0.43057,13287,0.0068281,912
"AMICA1",0.9379,19125,0.48225,13597
"AMIGO1",0.00074142,208,0.29446,10371
"AMIGO2",0.67887,16672,0.0029761,605
"AMIGO3",0.56346,15095,0.16257,7223
"AMMECR1",0.78947,17683,0.0068225,910
"AMMECR1L",0.74949,17310,0.4525,13166
"AMN",0.97732,19733,0.076159,4319
"AMN1",0.0030069,442,0.73663,16913
"AMOT",0.044664,3152,0.16385,7263
"AMOTL1",0.9823,19851,0.48251,13603
"AMOTL2",0.07394,4559,0.092373,4900
"AMPD1",0.1857,8372,0.52105,14204
"AMPD2",0.0013375,281,0.99794,20369
"AMPD3",0.33694,11616,0.035809,2572
"AMPH",0.19485,8623,0.050854,3312
"AMT",0.0056363,676,0.50363,13943
"AMTN",0.83727,18214,0.038033,2685
"AMY1A",0.35808,12038,0.88113,18633
"AMY1B",0.020352,1785,0.6904,16476
"AMY2A",0.10644,5757,0.26544,9697
"AMY2B",0.37464,12359,0.069581,4078
"AMZ1",0.35744,12029,0.37123,12005
"AMZ2",0.028781,2255,0.20978,8404
"ANAPC1",0.21778,9140,0.24498,9221
"ANAPC10",0.29825,10878,0.21092,8432
"ANAPC11",0.056747,3800,0.074842,4268
"ANAPC13",0.042537,3030,0.35787,11752
"ANAPC15",0.983,19871,0.0011974,408
"ANAPC16",0.13838,6874,0.45744,13263
"ANAPC2",0.081254,4852,0.020101,1747
"ANAPC4",0.55223,14916,0.39735,12421
"ANAPC5",0.71707,17004,0.34147,11398
"ANAPC7",0.48538,14034,0.021184,1819
"ANG",0.0030114,443,0.59078,15276
"ANGEL1",0.48973,14081,0.95231,19292
"ANGEL2",0.43935,13416,0.0046233,751
"ANGPT1",0.9865,19959,0.70728,16613
"ANGPT2",0.22334,9261,0.56145,14800
"ANGPT4",0.22159,9217,0.62317,15763
"ANGPTL1",0.10278,5633,0.35921,11773
"ANGPTL2",0.72093,17042,0.2833,10113
"ANGPTL3",0.2164,9101,0.56897,14919
"ANGPTL4",0.06104,4017,0.5864,15211
"ANGPTL5",0.78913,17678,0.027681,2166
"ANGPTL6",0.86101,18479,0.427,12802
"ANGPTL7",0.49544,14167,0.84861,18320
"ANHX",0.56702,15153,0.30035,10512
"ANK1",0.62935,16000,0.041437,2849
"ANK2",0.28997,10713,0.043194,2932
"ANK3",0.68081,16691,0.013052,1372
"ANKAR",0.34822,11829,0.16919,7427
"ANKDD1A",0.47351,13860,0.10485,5347
"ANKDD1B",0.40442,12917,0.58833,15243
"ANKEF1",0.82547,18070,0.50039,13891
"ANKFN1",0.1264,6451,0.34223,11411
"ANKFY1",0.29199,10751,0.2462,9245
"ANKH",0.035821,2660,0.97009,19626
"ANKHD1",0.07841,4746,0.49106,13734
"ANKHD1-EIF4EBP3",0.084031,4968,0.96709,19560
"ANKIB1",0.32971,11484,0.037407,2645
"ANKK1",0.35275,11934,0.016328,1548
"ANKLE1",0.16718,7795,0.48755,13674
"ANKLE2",0.95658,19345,0.036797,2621
"ANKMY1",0.47293,13854,0.80936,17819
"ANKMY2",0.991,20068,0.0081422,1029
"ANKRA2",0.76179,17420,0.27185,9835
"ANKRD1",0.0052456,637,0.51103,14055
"ANKRD10",0.29056,10726,0.85484,18404
"ANKRD11",0.18641,8390,0.0072353,940
"ANKRD12",0.49789,14211,0.047047,3130
"ANKRD13A",0.52975,14620,0.2888,10244
"ANKRD13B",0.23326,9484,0.53347,14397
"ANKRD13C",0.85683,18435,0.36528,11886
"ANKRD13D",0.54026,14759,0.76071,17205
"ANKRD16",0.41594,13088,0.49058,13725
"ANKRD17",0.62577,15950,0.16589,7321
"ANKRD18A",0.13227,6663,0.18083,7703
"ANKRD18B",0.44942,13544,0.020686,1791
"ANKRD2",0.48184,13986,0.13553,6399
"ANKRD20A1",0.025116,2066,0.95908,19399
"ANKRD20A2",0.17927,8156,0.3534,11662
"ANKRD20A3",0.6667,16523,0.3333,11187
"ANKRD20A4",0.62253,15894,0.63424,15912
"ANKRD22",0.010614,1104,0.34455,11472
"ANKRD23",0.38057,12469,0.75152,17088
"ANKRD24",0.86839,18574,0.19706,8094
"ANKRD26",0.31449,11191,0.61748,15668
"ANKRD27",0.2417,9670,0.14879,6814
"ANKRD28",0.68721,16752,0.0027162,579
"ANKRD29",0.11867,6174,0.33905,11332
"ANKRD30A",0.73578,17179,0.04671,3120
"ANKRD30B",0.4535,13605,0.92576,18990
"ANKRD30BL",0.00049246,162,0.52706,14303
"ANKRD31",0.88723,18761,0.0058567,845
"ANKRD32",0.24865,9818,0.11056,5548
"ANKRD33",0.12916,6546,0.48401,13619
"ANKRD33B",0.30368,10981,0.81496,17888
"ANKRD34A",0.49709,14197,0.061715,3780
"ANKRD34B",0.3593,12063,0.95035,19265
"ANKRD34C",0.17336,7980,0.28936,10261
"ANKRD35",0.95299,19299,0.23324,8925
"ANKRD36",0.0065855,755,0.98773,20093
"ANKRD36C",0.18492,8349,0.43533,12924
"ANKRD37",0.034885,2612,0.25985,9554
"ANKRD39",0.17115,7916,0.25004,9333
"ANKRD40",0.69939,16850,0.78071,17464
"ANKRD42",0.14873,7232,0.06628,3948
"ANKRD44",0.30563,11021,0.0091807,1101
"ANKRD45",0.73905,17210,0.62826,15825
"ANKRD46",0.0071658,810,0.97043,19634
"ANKRD49",0.36699,12219,0.071456,4141
"ANKRD50",0.77,17501,0.72261,16766
"ANKRD52",0.93488,19089,0.10302,5274
"ANKRD53",0.078369,4745,0.50307,13933
"ANKRD54",0.13991,6931,0.87315,18590
"ANKRD55",0.13003,6582,0.22191,8668
"ANKRD6",0.24064,9650,0.0086784,1066
"ANKRD60",0.24469,9732,0.96885,19601
"ANKRD61",0.4482,13530,0.26735,9744
"ANKRD62",0.073715,4548,0.62149,15734
"ANKRD63",0.3375,11630,0.27011,9796
"ANKRD65",0.2033,8830,0.70065,16556
"ANKRD66",0.0055874,668,0.9761,19759
"ANKRD7",0.32153,11325,0.36216,11831
"ANKRD9",0.31424,11186,0.38333,12231
"ANKS1A",0.61788,15830,0.36839,11951
"ANKS1B",0.48726,14054,0.19451,8023
"ANKS3",0.47984,13948,0.11157,5596
"ANKS4B",0.14323,7042,0.093721,4948
"ANKS6",0.92698,19021,0.0085031,1053
"ANKUB1",0.082831,4920,0.28594,10185
"ANKZF1",0.18374,8308,0.26381,9654
"ANLN",0.84061,18249,0.031242,2351
"ANO1",0.25478,9956,0.72814,16818
"ANO10",0.31145,11140,0.13052,6225
"ANO2",0.70091,16861,0.011599,1267
"ANO3",0.43323,13319,0.16789,7388
"ANO4",0.024827,2051,0.58318,15152
"ANO5",0.12343,6346,0.4701,13450
"ANO6",0.27705,10446,0.79907,17678
"ANO7",0.19545,8644,0.16271,7229
"ANO8",0.042647,3036,0.17212,7485
"ANO9",0.5464,14834,0.34442,11468
"ANP32A",0.007018,792,0.41899,12694
"ANP32B",0.57952,15312,0.28844,10238
"ANP32D",0.0106,1102,0.97101,19650
"ANP32E",0.20759,8921,0.076136,4318
"ANPEP",0.0046283,580,0.35914,11772
"ANTXR1",0.026173,2122,0.94085,19144
"ANTXR2",0.011508,1167,0.73599,16905
"ANTXRL",0.0073635,828,0.96669,19556
"ANXA1",0.30439,10993,0.28365,10126
"ANXA10",0.087026,5074,0.76995,17323
"ANXA11",0.23769,9574,0.83193,18102
"ANXA13",0.47678,13905,0.13131,6248
"ANXA2",0.10942,5864,0.21228,8456
"ANXA2R",0.057971,3857,0.0009044,368
"ANXA3",0.071353,4450,0.16849,7408
"ANXA4",0.3704,12282,0.22124,8650
"ANXA5",0.30523,11012,0.48831,13686
"ANXA6",0.14369,7053,0.97278,19681
"ANXA7",0.13244,6671,0.6724,16309
"ANXA8",0.49693,14193,0.85788,18445
