"HumanGene","GammadeltaTcells_Daudi_Gammadelta_posscore","GammadeltaTcells_Daudi_Gammadelta_posrank","GammadeltaTcells_Daudi_Gammadelta_negscore","GammadeltaTcells_Daudi_Gammadelta_negrank"
"SLC29A2",0.4961,10523,0.30822,5229
"SLC29A3",0.6709,11723,0.33247,5487
"SLC29A4",0.075437,3546,0.078808,3188
"SLC2A1",0.40738,9242,0.00018181,1158
"SLC2A10",0.21018,6597,0.8425,12703
"SLC2A11",0.14837,5405,0.5969,8490
"SLC2A12",0.018442,1442,0.98941,17419
"SLC2A13",0.10491,4286,0.73384,10374
"SLC2A14",0.98481,15934,0.017707,2451
"SLC2A2",0.17455,6015,0.93011,15301
"SLC2A3",0.32354,8056,0.24497,4653
"SLC2A4",0.002975,472,0.61521,8684
"SLC2A4RG",0.030437,2109,0.98327,17147
"SLC2A5",0.021415,1609,0.99428,17629
"SLC2A6",0.038774,2486,0.82928,12348
"SLC2A7",0.221,6728,0.53528,7948
"SLC2A8",0.57147,10998,0.62349,8778
"SLC2A9",0.9484,15148,0.91841,14904
"SLC30A1",0.44081,9719,0.98201,17089
"SLC30A10",0.41176,9290,0.79036,11445
"SLC30A2",0.090462,3929,0.8881,13986
"SLC30A3",0.88042,14062,0.76903,11002
"SLC30A4",0.9554,15287,0.12161,3632
"SLC30A5",0.053071,2905,0.27964,4926
"SLC30A6",0.098638,4127,0.42539,6738
"SLC30A7",0.94063,15016,0.16638,4184
"SLC30A8",0.022943,1696,0.75094,10672
"SLC30A9",0.72474,12165,0.66083,9202
"SLC31A1",0.99994,17251,6.4872e-05,902
"SLC31A2",0.46471,10072,0.41687,6616
"SLC32A1",0.039225,2499,0.89027,14057
"SLC33A1",0.85476,13659,0.00086669,1600
"SLC34A1",0.00062222,164,0.99938,17925
"SLC34A2",0.71474,12078,0.84076,12658
"SLC34A3",0.80774,13036,0.59369,8453
"SLC35A1",0.99992,17207,8.0712e-05,954
"SLC35A2",0.99999,17555,1.204e-05,526
"SLC35A3",0.80206,12969,0.070011,3109
"SLC35A4",0.50652,10601,0.60462,8569
"SLC35A5",0.22443,6779,0.83755,12572
"SLC35B1",0.99989,17152,2.5213e-05,682
"SLC35B2",0.95797,15338,0.477,7495
"SLC35B3",0.12298,4740,0.66964,9333
"SLC35B4",0.85457,13656,0.37905,6087
"SLC35C1",0.84279,13475,0.11762,3588
"SLC35C2",0.61899,11328,0.77727,11168
"SLC35D1",0.37253,8768,0.96071,16320
"SLC35D2",0.49705,10534,0.18449,4282
"SLC35D3",0.021353,1608,0.97021,16665
"SLC35E1",0.98925,16078,0.13776,3832
"SLC35E2",0.90654,14479,0.4738,7444
"SLC35E2B",0.86834,13874,0.82471,12213
"SLC35E3",0.020592,1577,0.88961,14036
"SLC35E4",0.77779,12679,0.91866,14916
"SLC35F1",0.092805,3985,0.65321,9111
"SLC35F2",0.46375,10050,0.34729,5685
"SLC35F3",0.28149,7516,0.91921,14938
"SLC35F5",0.13011,4922,0.97944,16997
"SLC35F6",0.473,10187,0.50439,7723
"SLC35G1",0.2778,7475,0.88476,13888
"SLC35G2",0.13032,4928,0.33284,5492
"SLC35G3",0.99543,16344,0.004567,2014
"SLC35G5",0.15403,5528,0.20854,4422
"SLC35G6",0.82079,13191,0.72592,10231
"SLC36A1",0.17838,6111,0.84074,12657
"SLC36A2",0.014259,1186,0.93054,15317
"SLC36A3",0.86789,13870,0.82906,12343
"SLC36A4",0.055978,3008,0.66762,9294
"SLC37A1",0.3604,8593,0.72833,10278
"SLC37A2",0.17275,5972,0.96848,16597
"SLC37A3",6.3982e-05,66,0.99984,17961
"SLC38A1",0.85363,13632,0.86196,13264
"SLC38A10",0.41118,9285,0.028148,2705
"SLC38A11",0.74727,12372,0.45444,7174
"SLC38A2",0.25335,7155,0.89917,14346
"SLC38A4",0.037376,2450,0.79757,11587
"SLC38A5",0.9848,15932,0.027845,2695
"SLC38A6",0.79808,12920,0.65412,9120
"SLC38A7",0.58041,11049,0.43114,6828
"SLC38A8",0.0064419,706,0.951,15984
"SLC38A9",0.40722,9239,0.65108,9089
"SLC39A1",0.46087,10015,0.93097,15332
"SLC39A10",0.99851,16601,0.0014939,1754
"SLC39A11",0.86284,13789,0.92985,15291
"SLC39A12",0.087126,3838,0.95917,16269
"SLC39A13",0.051963,2871,0.72345,10189
"SLC39A14",0.51256,10641,0.46149,7269
"SLC39A2",0.037269,2443,0.92828,15232
"SLC39A3",0.6559,11608,0.4603,7245
"SLC39A4",0.10025,4173,0.58772,8393
"SLC39A5",0.01136,1023,0.96502,16467
"SLC39A6",0.84166,13461,0.88996,14048
"SLC39A7",0.1737,5997,0.00091629,1614
"SLC39A8",0.14363,5285,0.84341,12734
"SLC39A9",0.024143,1748,0.91371,14758
"SLC3A1",0.032672,2219,0.96492,16462
"SLC3A2",0.99996,17338,4.1165e-05,793
"SLC40A1",0.018437,1441,0.86442,13331
"SLC41A1",0.84833,13556,0.60509,8576
"SLC41A2",0.46917,10133,0.33732,5560
"SLC41A3",0.227,6809,0.90281,14443
"SLC43A1",0.1485,5410,0.85714,13138
"SLC43A2",0.92186,14716,0.86519,13354
"SLC43A3",0.017417,1387,0.4391,6939
"SLC44A1",0.15205,5491,0.94378,15747
"SLC44A2",0.81103,13070,0.71735,10081
"SLC44A3",0.16436,5759,0.672,9360
"SLC44A4",0.017274,1377,0.5774,8294
"SLC44A5",0.89271,14240,0.73156,10332
"SLC45A1",0.027818,1953,0.97021,16664
"SLC45A2",0.94093,15022,0.66741,9291
"SLC45A3",0.54893,10840,0.40918,6494
"SLC45A4",0.97973,15797,0.61813,8716
"SLC46A2",0.11073,4423,0.89939,14355
"SLC46A3",0.39395,9064,0.22621,4537
"SLC47A1",0.76725,12562,0.25099,4705
"SLC47A2",0.047909,2753,0.95028,15965
"SLC48A1",0.63912,11467,0.44092,6966
"SLC4A1",0.46485,10076,0.81258,11905
"SLC4A10",0.089636,3907,0.9401,15630
"SLC4A11",0.22215,6746,0.84426,12762
"SLC4A1AP",0.54999,10849,0.032152,2773
"SLC4A2",0.40308,9180,0.37112,5993
"SLC4A3",0.0036369,521,0.99126,17489
"SLC4A4",0.14197,5236,0.84984,12929
"SLC4A5",0.8632,13795,0.74659,10588
"SLC4A7",0.22014,6716,0.23467,4592
"SLC4A8",0.068236,3349,0.91955,14948
"SLC4A9",0.020513,1570,0.90296,14451
"SLC50A1",0.58553,11098,0.66285,9234
"SLC51A",0.18045,6157,0.4155,6590
"SLC51B",0.68697,11833,0.94937,15931
"SLC52A1",0.50544,10591,0.83994,12632
"SLC52A2",0.86585,13839,0.36581,5918
"SLC52A3",0.088447,3872,0.95554,16151
"SLC5A1",0.41533,9348,0.60615,8590
"SLC5A10",0.036079,2405,0.99355,17600
"SLC5A11",0.87579,13994,0.62588,8806
"SLC5A12",0.33326,8189,0.62415,8792
"SLC5A2",0.19362,6356,0.78314,11287
"SLC5A3",0.7421,12322,0.81182,11889
"SLC5A4",0.3159,7968,0.51121,7770
"SLC5A5",0.33287,8182,0.91834,14901
"SLC5A6",0.59584,11160,0.91278,14727
"SLC5A7",0.0056993,655,0.93286,15376
"SLC5A8",0.18926,6298,0.89825,14318
"SLC5A9",0.00067334,171,0.95842,16244
"SLC6A1",0.055745,3000,0.9905,17467
"SLC6A11",0.28904,7617,0.96794,16574
"SLC6A12",0.18794,6285,0.45652,7195
"SLC6A13",0.93619,14943,0.71219,10002
"SLC6A14",0.16232,5720,0.87707,13685
"SLC6A15",0.072253,3468,0.46573,7318
"SLC6A16",0.019189,1492,0.99013,17445
"SLC6A17",0.35804,8552,0.91564,14823
"SLC6A18",0.83059,13317,0.75456,10749
"SLC6A19",0.79664,12907,0.8903,14058
"SLC6A2",0.35039,8436,0.9038,14474
"SLC6A20",0.02567,1832,0.99074,17474
"SLC6A3",0.52818,10727,0.73132,10328
"SLC6A4",0.84044,13446,0.28668,5004
"SLC6A5",0.0054642,638,0.98661,17301
"SLC6A6",0.56036,10915,0.19933,4366
"SLC6A7",0.89103,14218,0.13982,3857
"SLC6A8",0.06997,3404,0.44394,7008
"SLC6A9",0.73677,12266,0.94946,15934
"SLC7A1",0.8125,13093,0.97175,16728
"SLC7A10",0.67434,11744,0.15364,4012
"SLC7A11",0.61996,11339,0.20759,4413
"SLC7A13",0.7748,12638,0.82406,12199
"SLC7A14",0.11623,4565,0.9644,16446
"SLC7A2",0.027789,1951,0.78131,11248
"SLC7A3",0.93764,14963,0.013459,2333
"SLC7A4",0.13723,5097,0.96934,16631
"SLC7A5",0.99138,16159,0.0098258,2222
"SLC7A6",0.96247,15411,0.024494,2623
"SLC7A6OS",0.99953,16855,0.00047334,1407
"SLC7A7",0.029745,2061,0.83759,12573
"SLC7A8",0.22994,6847,0.9661,16508
"SLC7A9",0.49289,10471,0.90841,14598
"SLC8A1",0.0018501,342,0.99815,17835
"SLC8A2",0.25383,7161,0.90769,14578
"SLC8A3",0.014929,1222,0.9967,17746
"SLC8B1",0.073901,3504,0.91406,14772
"SLC9A1",0.31368,7937,0.57874,8309
"SLC9A2",0.40291,9178,0.89395,14175
"SLC9A3",0.56968,10986,0.74644,10584
"SLC9A3R1",0.13422,5031,0.81465,11963
"SLC9A3R2",0.66305,11663,0.81119,11872
"SLC9A4",0.051954,2870,0.99338,17590
"SLC9A5",0.43979,9707,0.82273,12166
"SLC9A6",0.028967,2015,0.92033,14968
"SLC9A7",0.016102,1308,0.87443,13616
"SLC9A8",0.05449,2958,0.92549,15150
"SLC9A9",0.00080771,197,0.98031,17023
"SLC9B1",0.99337,16233,0.0066312,2115
"SLC9B2",0.4632,10043,0.70774,9921
"SLC9C1",0.65554,11603,0.84764,12867
"SLC9C2",0.15258,5501,0.68152,9493
"SLCO1A2",0.49611,10524,0.99269,17565
"SLCO1B1",0.15923,5649,0.34438,5645
"SLCO1B3",0.26946,7363,0.93318,15389
"SLCO1B7",0.79817,12921,0.19248,4325
"SLCO1C1",0.027641,1941,0.99453,17645
"SLCO2A1",0.075358,3543,0.49473,7646
"SLCO2B1",0.035613,2382,0.78076,11236
"SLCO3A1",0.13212,4969,0.84455,12770
"SLCO4A1",0.75795,12462,0.8811,13784
"SLCO4C1",0.74229,12324,0.85943,13197
"SLCO5A1",0.12694,4843,0.88716,13959
"SLCO6A1",0.4273,9514,0.86311,13287
"SLFN11",0.47233,10178,0.66239,9226
"SLFN12",0.75923,12475,0.16285,4136
"SLFN12L",0.57812,11037,0.50169,7707
"SLFN13",0.55665,10894,0.96187,16364
"SLFN14",0.79707,12913,0.88946,14032
"SLFN5",0.17642,6062,0.42569,6741
"SLFNL1",0.48223,10331,0.92239,15043
"SLIRP",0.95215,15220,0.022289,2573
"SLIT1",0.25487,7173,0.45079,7122
"SLIT2",0.0078995,799,0.95457,16111
"SLIT3",0.0018676,347,0.87627,13660
"SLITRK1",0.98522,15945,0.14913,3963
"SLITRK2",0.018214,1430,0.64225,8995
"SLITRK3",0.0080574,810,0.55149,8081
"SLITRK4",0.43498,9625,0.238,4613
"SLITRK5",0.99061,16118,0.05437,2963
"SLITRK6",0.8636,13804,0.33226,5486
"SLK",0.7866,12782,0.74392,10540
"SLMAP",0.99287,16214,0.07043,3114
"SLMO1",0.019261,1499,0.87736,13693
"SLMO2",0.99919,16734,4.7498e-05,823
"SLPI",0.5093,10620,0.4287,6784
"SLTM",0.99911,16710,0.00089353,1605
"SLU7",0.99652,16409,0.0043927,2005
"SLURP1",0.092139,3965,0.94062,15645
"SLX4",0.21262,6620,0.0013505,1719
"SLX4IP",0.032148,2187,0.94246,15703
"SMAD1",0.025386,1817,0.87793,13706
"SMAD2",0.85188,13603,0.11832,3597
"SMAD3",0.075532,3548,0.78154,11254
"SMAD4",0.12496,4793,0.25325,4719
"SMAD6",0.49491,10505,0.90292,14448
"SMAD7",0.35123,8449,0.97789,16945
"SMAD9",0.49523,10510,0.52998,7911
"SMAGP",0.22971,6842,0.23801,4614
"SMAP1",0.17321,5983,0.76701,10973
"SMAP2",0.3042,7812,0.39164,6264
"SMARCA1",0.019461,1513,0.41935,6653
"SMARCA2",0.34745,8388,0.89778,14303
"SMARCA4",0.99634,16392,0.003264,1942
"SMARCA5",0.99994,17263,5.902e-05,885
"SMARCAD1",0.0015592,300,0.99844,17855
"SMARCAL1",0.028264,1975,0.82803,12309
"SMARCB1",0.99999,17631,6.8425e-06,434
"SMARCC1",0.97105,15607,0.040797,2840
"SMARCC2",0.10246,4228,0.90171,14414
"SMARCD1",0.63695,11447,0.78777,11391
"SMARCD2",0.014377,1194,0.72532,10219
"SMARCD3",0.39164,9028,0.70917,9951
"SMARCE1",0.97754,15748,0.0047529,2026
"SMC1A",1,17946,1.1451e-07,71
"SMC1B",0.13451,5039,0.55389,8103
"SMC2",0.90445,14441,0.0029781,1928
"SMC3",0.96846,15546,0.00039169,1351
"SMC4",0.99998,17507,1.6439e-05,589
"SMC5",0.99969,16928,0.00030642,1286
"SMC6",0.99946,16829,0.00053883,1452
"SMCHD1",0.95495,15279,0.015652,2394
"SMCO2",0.21004,6592,0.93667,15506
"SMCO3",0.024886,1792,0.91368,14756
"SMCO4",0.010502,958,0.96993,16651
"SMCP",0.031472,2155,0.96137,16343
"SMCR8",0.05325,2915,0.5711,8242
"SMDT1",0.90914,14517,0.71335,10024
"SMEK1",0.0025586,423,0.72197,10164
"SMEK2",0.029793,2064,0.93612,15489
"SMG1",0.96409,15450,0.14549,3913
"SMG5",1,17829,9.1811e-07,204
"SMG6",0.99999,17637,6.5995e-06,428
"SMG7",0.99946,16828,0.00054072,1455
"SMG8",0.11361,4496,0.60446,8567
"SMG9",0.018759,1462,0.84793,12873
"SMIM1",0.43077,9564,0.3747,6034
"SMIM10",0.45109,9868,0.87699,13682
"SMIM11",0.89226,14236,0.10774,3485
"SMIM12",0.051917,2869,0.66257,9230
"SMIM13",0.38547,8936,0.27939,4923
"SMIM14",0.017706,1405,0.86761,13421
"SMIM15",0.73361,12234,0.53162,7919
"SMIM17",0.93254,14877,0.038488,2821
"SMIM18",0.33175,8167,0.6136,8664
"SMIM19",0.014629,1211,0.31466,5288
"SMIM2",0.079857,3651,0.78926,11421
"SMIM20",0.69961,11946,0.50084,7691
"SMIM21",0.15811,5624,0.92399,15092
"SMIM22",0.089418,3898,0.64334,9007
"SMIM3",0.54894,10841,0.16457,4157
"SMIM4",0.091236,3948,0.50941,7760
"SMIM5",0.44915,9843,0.30616,5211
"SMIM6",0.51468,10650,0.56996,8235
"SMIM7",0.98502,15939,0.022885,2585
"SMIM8",0.30639,7842,0.82127,12120
"SMIM9",0.086827,3824,0.35748,5811
"SMKR1",0.83202,13336,0.70552,9884
"SMLR1",0.010022,923,0.47598,7483
"SMNDC1",0.99829,16573,0.0017109,1793
"SMO",0.19053,6316,0.93886,15588
"SMOC1",0.56846,10978,0.90494,14507
"SMOC2",0.030783,2124,0.98483,17218
"SMOX",0.97134,15613,0.41552,6592
"SMPD1",0.21309,6625,0.86866,13452
"SMPD2",0.49185,10456,0.65925,9181
"SMPD3",0.99158,16164,0.02464,2628
"SMPD4",0.97662,15732,0.033734,2790
"SMPDL3A",0.47112,10162,0.81881,12058
"SMPDL3B",0.0036689,525,0.89754,14294
"SMPX",0.0015917,305,0.90168,14412
"SMR3A",0.63957,11472,0.28664,5003
"SMR3B",0.61844,11326,0.16179,4123
"SMS",0.99917,16726,0.00083248,1589
"SMTN",0.28319,7539,0.81783,12030
"SMTNL2",0.34926,8419,0.59857,8502
"SMU1",0.99999,17536,1.4033e-05,553
"SMUG1",0.30844,7866,0.77446,11110
"SMURF1",0.97518,15691,0.33399,5507
"SMURF2",0.33943,8277,0.11703,3583
"SMYD1",0.52004,10684,0.56849,8218
"SMYD2",0.41655,9367,0.85156,12974
"SMYD3",0.42668,9502,0.24891,4685
"SMYD4",0.92134,14708,0.58035,8324
"SMYD5",0.0027075,441,0.99729,17790
"SNAI1",0.017935,1414,0.61738,8707
"SNAI2",0.10622,4309,0.53976,7986
"SNAI3",0.98174,15849,0.10102,3407
"SNAP23",1,17924,1.8752e-07,93
"SNAP25",0.1365,5081,0.96678,16530
"SNAP29",0.99974,16963,0.00025959,1244
"SNAP47",0.1266,4832,0.81705,12011
"SNAP91",0.083877,3757,0.43493,6872
"SNAPC1",0.99391,16259,0.00051636,1435
"SNAPC2",1,17751,2.4299e-07,108
"SNAPC3",0.74201,12321,0.0011756,1682
"SNAPC4",0.99794,16527,8.1565e-05,958
"SNAPC5",0.99915,16723,9.1248e-05,981
"SNAPIN",0.99995,17299,4.9948e-05,843
"SNCA",0.06545,3279,0.92474,15120
"SNCAIP",0.39541,9086,0.9547,16115
"SNCB",0.36133,8607,0.75557,10763
"SNCG",0.024722,1781,0.13146,3748
"SND1",0.98997,16095,0.015264,2382
"SNED1",0.0015881,304,0.99825,17845
"SNF8",1,17926,1.8161e-07,91
"SNIP1",0.99976,16972,0.00024458,1232
"SNN",0.76244,12506,0.87315,13583
"SNPH",0.16086,5690,0.95993,16293
"SNRK",0.11144,4440,0.77207,11063
"SNRNP200",0.99828,16570,0.00065736,1514
"SNRNP25",1,17939,1.4079e-07,78
"SNRNP27",0.98712,16002,0.0023657,1889
"SNRNP35",0.99998,17471,1.9916e-05,635
"SNRNP40",0.99637,16394,0.00011794,1043
"SNRNP48",0.23368,6903,0.081771,3222
"SNRNP70",0.99998,17484,1.8535e-05,617
"SNRPA",0.99986,17090,0.000144,1101
"SNRPA1",0.99997,17419,2.7038e-05,702
"SNRPB",0.99991,17200,8.5964e-05,967
"SNRPB2",0.009346,886,0.11524,3568
"SNRPC",0.9993,16768,0.00069761,1536
"SNRPD1",0.99997,17424,2.6114e-05,692
"SNRPD2",1,17873,4.9875e-07,155
"SNRPD3",1,17698,4.4018e-06,360
"SNRPE",0.92713,14790,0.072872,3135
"SNRPF",0.99985,17086,0.00014901,1107
"SNRPG",0.96728,15522,0.03272,2782
"SNRPN",0.60231,11208,0.48032,7554
"SNTA1",0.095196,4049,0.56909,8224
"SNTB1",0.026668,1881,0.96954,16637
"SNTB2",0.06597,3293,0.36022,5845
"SNTG1",0.16649,5816,0.62129,8756
"SNTG2",0.83572,13376,0.85805,13166
"SNTN",0.011106,1003,0.97398,16812
"SNUPN",1,17854,7.0341e-07,177
"SNURF",0.28158,7517,0.50862,7755
"SNW1",0.99655,16414,0.0047152,2024
"SNX1",0.35057,8439,0.51519,7796
"SNX10",0.90503,14454,0.081866,3223
"SNX11",0.2348,6913,0.65888,9177
"SNX12",0.053258,2917,0.95156,16007
"SNX13",0.82822,13284,0.26965,4839
"SNX14",0.14345,5282,0.46128,7261
"SNX15",0.40825,9248,0.70667,9906
"SNX16",0.5812,11056,0.25044,4701
"SNX17",0.42832,9530,0.40904,6492
"SNX18",0.17545,6028,0.15667,4060
"SNX19",0.0056215,651,0.50003,7686
"SNX2",0.95031,15190,0.8667,13392
"SNX20",0.8086,13045,0.94132,15668
"SNX21",0.91798,14641,0.6728,9372
"SNX22",0.19742,6415,0.79122,11464
"SNX24",0.26324,7281,0.98381,17175
"SNX25",0.93497,14930,0.34175,5607
"SNX27",0.40551,9223,0.43976,6947
"SNX29",0.41957,9411,0.15851,4082
"SNX3",0.73658,12263,0.10626,3464
"SNX30",0.00014033,88,0.99986,17963
"SNX31",0.32997,8142,0.69379,9714
"SNX32",0.98301,15888,0.14387,3898
"SNX33",0.72357,12160,0.81894,12063
"SNX4",0.96426,15455,0.25401,4724
"SNX5",0.757,12454,0.030814,2751
"SNX6",0.97465,15677,0.0070682,2145
"SNX7",0.57728,11031,0.86926,13468
"SNX8",0.98022,15811,0.057339,2990
"SNX9",0.36311,8642,0.84507,12784
"SOAT1",0.82825,13286,0.54107,7993
"SOAT2",0.09548,4056,0.83475,12491
"SOBP",0.42329,9454,0.88301,13832
"SOCS1",0.88707,14159,4.3777e-05,805
"SOCS2",0.35177,8462,0.76,10847
"SOCS3",0.016011,1304,0.95161,16009
"SOCS4",0.17681,6071,0.46736,7339
"SOCS5",0.96052,15380,0.45669,7197
"SOCS6",0.20275,6494,0.73776,10436
"SOCS7",0.015639,1273,0.93538,15457
"SOD1",0.99999,17641,6.3478e-06,423
"SOD2",1,17955,8.8815e-08,62
"SOD3",0.056864,3036,0.73579,10405
"SOGA1",0.47292,10185,0.38847,6212
"SOGA2",0.092651,3981,0.1331,3767
"SOGA3",0.0048066,594,0.95786,16219
"SOHLH1",0.41976,9416,0.84199,12686
"SON",0.61609,11310,0.020207,2528
"SORBS1",0.06089,3143,0.83717,12563
"SORBS2",0.33535,8216,0.76026,10853
"SORBS3",0.41127,9286,0.8961,14249
"SORCS1",0.28253,7531,0.8946,14202
"SORCS2",0.068866,3368,0.29772,5105
"SORCS3",0.73481,12250,0.95068,15976
"SORD",0.35954,8573,0.42194,6686
"SORL1",0.99971,16937,0.00029481,1275
"SORT1",0.052124,2880,0.99129,17492
"SOS1",0.14054,5192,0.91454,14787
"SOS2",0.017181,1372,0.69831,9777
"SOST",0.11049,4418,0.67434,9393
"SOSTDC1",0.92544,14769,0.72377,10195
"SOWAHA",0.072043,3459,0.98538,17247
"SOWAHB",0.12787,4868,0.82046,12101
"SOWAHC",0.052344,2888,0.28362,4969
"SOWAHD",0.0053041,629,0.8431,12726
"SOX1",0.11832,4608,0.82678,12274
"SOX10",0.54176,10806,0.095045,3346
"SOX11",0.88906,14191,0.37305,6012
"SOX12",0.87347,13953,0.98163,17078
"SOX13",0.61279,11286,0.61772,8710
"SOX14",0.0010652,239,0.99893,17890
"SOX15",0.087252,3842,0.8474,12858
"SOX17",0.007086,749,0.95127,15997
"SOX18",0.017662,1402,0.85011,12941
"SOX2",0.37275,8772,0.80699,11775
"SOX21",0.7459,12359,0.9416,15678
"SOX3",0.00042926,127,0.91199,14703
"SOX30",0.77871,12687,0.9039,14477
"SOX4",0.49459,10497,0.98867,17384
"SOX5",0.96366,15437,0.14807,3950
"SOX6",0.72857,12195,0.61965,8733
"SOX7",0.2189,6700,0.85622,13108
"SOX8",0.063303,3219,0.79191,11477
"SOX9",0.2437,7022,0.88718,13962
"SP1",0.99803,16542,0.00095759,1626
"SP100",0.072174,3465,0.13088,3742
"SP110",0.91734,14632,0.43296,6846
"SP140",0.089585,3905,0.87242,13562
"SP140L",0.012695,1099,0.92777,15220
"SP2",0.9996,16886,0.00039927,1356
"SP3",0.99141,16160,0.079143,3192
"SP4",0.50296,10579,0.13205,3755
"SP5",0.025075,1802,0.43255,6843
"SP6",0.49679,10531,0.79763,11588
"SP7",0.36004,8581,0.85433,13053
"SP8",0.0094755,892,0.78809,11398
"SP9",0.078393,3614,0.87007,13497
"SPA17",0.031036,2135,0.69782,9771
"SPACA1",0.00095415,225,0.99701,17768
"SPACA3",0.4594,9996,0.57316,8254
"SPACA4",0.56444,10943,0.76478,10928
"SPACA7",0.020245,1551,0.94698,15850
"SPAG1",0.0033789,501,0.62623,8812
"SPAG11A",0.88409,14120,0.61682,8700
"SPAG11B",0.8218,13206,0.096876,3367
"SPAG16",0.90592,14469,0.85464,13061
"SPAG17",0.27685,7464,0.94875,15913
"SPAG4",0.32669,8099,0.79094,11457
"SPAG5",0.8358,13378,0.019065,2496
"SPAG6",0.25376,7160,0.88299,13830
"SPAG7",0.99983,17061,0.00017098,1140
"SPAG8",0.1232,4749,0.81649,11999
"SPAG9",0.98665,15984,0.073862,3142
"SPAM1",0.41492,9343,0.73925,10464
"SPANXA2",0.31662,7981,0.25369,4722
"SPANXC",0.43938,9704,0.56062,8154
"SPANXD",0.61249,11283,0.65532,9135
"SPANXN1",0.43327,9607,0.51875,7826
"SPANXN2",0.33857,8261,0.43931,6943
"SPANXN3",0.084245,3765,0.47505,7467
"SPANXN4",0.55335,10866,0.6417,8987
"SPANXN5",0.55562,10885,0.44438,7012
"SPARC",0.0012137,260,0.83479,12494
"SPARCL1",0.18028,6151,0.45605,7192
"SPAST",0.75823,12465,0.44211,6984
"SPATA12",0.96306,15421,0.65734,9160
"SPATA13",0.019497,1514,0.93496,15450
"SPATA16",0.21829,6691,0.94212,15690
"SPATA17",0.034571,2340,0.99399,17620
"SPATA18",0.12215,4716,0.92112,14992
"SPATA19",0.005512,644,0.95277,16053
"SPATA2",0.3019,7782,0.68946,9639
"SPATA20",0.83799,13413,0.60483,8572
"SPATA21",0.17733,6079,0.64461,9018
"SPATA22",0.15519,5559,0.50876,7756
"SPATA24",0.03477,2348,0.97519,16857
"SPATA25",0.59609,11162,0.97052,16679
"SPATA2L",0.35987,8578,0.40759,6478
"SPATA3",0.86505,13827,0.85223,12993
"SPATA31A3",0.86555,13835,0.13445,3782
"SPATA31A6",0.80578,13009,0.19422,4337
"SPATA31D1",0.13476,5044,0.96768,16561
"SPATA31E1",0.41872,9401,0.86956,13478
"SPATA32",0.20327,6502,0.75482,10752
"SPATA33",0.1621,5714,0.35215,5738
"SPATA4",0.73848,12287,0.29063,5039
"SPATA5",0.99936,16791,0.00039187,1352
"SPATA5L1",1,17872,5.0946e-07,156
"SPATA6",0.85432,13648,0.82948,12355
"SPATA6L",0.30007,7753,0.8324,12432
"SPATA7",0.00010184,73,0.9999,17969
"SPATA8",0.080758,3677,0.94612,15823
"SPATA9",0.091053,3943,0.81096,11863
"SPATC1",0.14972,5450,0.92154,15007
"SPATC1L",0.99034,16111,0.39169,6267
"SPATS1",0.1465,5359,0.70458,9866
"SPATS2",0.06656,3313,0.98665,17303
"SPATS2L",0.34257,8328,0.68485,9551
"SPC24",0.99999,17647,6.074e-06,416
"SPC25",0.99987,17109,0.00013144,1075
"SPCS1",0.69844,11936,0.053055,2950
"SPCS2",0.92966,14826,0.0030791,1934
"SPCS3",0.99992,17204,8.2443e-05,960
"SPDEF",0.42495,9474,0.89627,14255
"SPDL1",0.99982,17049,0.00017906,1152
"SPDYA",0.18852,6293,0.36466,5903
"SPDYC",0.98126,15833,0.27471,4882
"SPDYE1",0.83179,13328,0.056122,2976
"SPDYE4",0.060099,3124,0.86795,13431
"SPECC1",0.14852,5411,0.92253,15048
"SPECC1L",0.15906,5646,0.96407,16433
"SPEF1",0.92264,14727,0.75936,10830
"SPEF2",0.23745,6942,0.41085,6522
"SPEG",0.13475,5042,0.98755,17338
"SPEM1",0.48271,10337,0.33165,5478
"SPEN",0.003961,546,0.99694,17762
"SPERT",0.20037,6456,0.96612,16509
"SPESP1",0.76989,12589,0.87212,13556
"SPG11",0.98747,16014,0.092647,3325
"SPG20",0.00040258,123,0.9996,17947
"SPG21",0.92097,14698,0.027956,2701
"SPG7",0.87745,14026,0.85074,12955
"SPHAR",0.19775,6418,0.80225,11672
"SPHK1",0.026804,1890,0.9698,16648
"SPHK2",0.043142,2628,0.93668,15507
"SPHKAP",0.88846,14179,0.43611,6891
"SPI1",2.3579e-09,11,1,17997
"SPIB",1.6222e-24,2,1,18003
"SPIC",0.88879,14182,0.025732,2655
"SPICE1",0.032632,2216,0.78417,11315
"SPIDR",0.29202,7657,0.3641,5897
"SPIN1",0.17854,6117,0.29249,5057
"SPIN2A",0.21929,6704,0.63402,8900
"SPIN2B",0.74053,12308,0.59459,8463
"SPIN3",0.074014,3508,0.9815,17074
"SPIN4",0.05793,3062,0.36689,5927
"SPINK1",0.19113,6322,0.28192,4952
"SPINK13",0.030416,2108,0.94948,15935
"SPINK14",0.023411,1717,0.4668,7330
"SPINK2",0.1285,4885,0.95977,16287
"SPINK4",0.87705,14022,0.79236,11487
"SPINK5",0.10427,4272,0.83277,12440
"SPINK6",0.72184,12137,0.086877,3267
"SPINK7",0.31851,8004,0.87266,13568
"SPINK8",0.22676,6805,0.842,12687
"SPINK9",0.488,10408,0.74778,10612
"SPINT1",0.97571,15710,0.27095,4850
"SPINT2",0.93375,14906,0.79528,11541
"SPINT3",0.22684,6806,0.94455,15775
